Title,Company,Location,Experience,Summary,Skills,Posting_Date,Job_URL,Job_Type,Scraped_Timestamp,Processed_Skill_Tokens,Skills_For_TFIDF,Cluster_Label
Solution Architect,UiPath Inc.,"Bangalore, Karnataka, India",10-12 year,"Your Mission As a Solution Architect you work with businesses and Partners to help them leverage full potential of UiPath Automation Platform. You would involve in Designing, Developing,...","SAP,.NET,Azure,AWS,Aartificial intelligence,Google Cloud Platform (GCP),Computer Vision (CV),C# Programming",21 Jan 2025,https://www.karkidi.com/job-details/87565-solution-architect-job,Full Time,2025-05-20T18:00:35.034048,"['sap', '.net', 'azure', 'aws', 'aartificial intelligence', 'google cloud platform', 'computer vision', 'c# programming']",sap .net azure aws aartificial intelligence google cloud platform computer vision c# programming,3
Senior Sales Engineer AI/ML & IDP,UiPath Inc.,"Bangalore, Karnataka, India",6-8 year,"Your Mission As a Sales Engineer specializing in AI/ML and Intelligent Document Processing, you will be responsible for executing the technical GTM strategy, working directly with UiPath...","Sales,Aartificial intelligence,Machine learning techniques,Deep Learning,Natural Language Processing (NLP),GTM,Effective communication skills",21 Jan 2025,https://www.karkidi.com/job-details/87564-senior-sales-engineer-ai-ml-idp-job,Full Time,2025-05-20T18:00:35.034641,"['sales', 'aartificial intelligence', 'machine learning techniques', 'deep learning', 'natural language processing', 'gtm', 'effective communication skills']",sales aartificial intelligence machine learning techniques deep learning natural language processing gtm effective communication skills,0
"Prototyping Customer Engineer, Data",Google,"Bengaluru, Karnataka, India; Gurugram, Haryana, India; Mumbai, Maharashtra, India",8-10 year,"Minimum qualifications: Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience. 10 years of experience in cloud computing,...","DevOps,Aartificial intelligence,Machine learning techniques,NoSQL,Docker,Kubernetes-K8s,Continuous Integration & Continuous Delivery - CI/CD,Data Analytics,Data Engineering,Data Warehousing",20 Jan 2025,https://www.karkidi.com/job-details/87514-prototyping-customer-engineer-data-job,Full Time,2025-05-20T18:00:35.035261,"['devops', 'aartificial intelligence', 'machine learning techniques', 'nosql', 'docker', 'kubernetes-k8s', 'continuous integration continuous delivery - ci cd', 'data analytics', 'data engineering', 'data warehousing']",devops aartificial intelligence machine learning techniques nosql docker kubernetes-k8s continuous integration continuous delivery - ci cd data analytics data engineering data warehousing,3
"Senior Data Scientist, Product, Real World Journeys, Search",Google,"Bengaluru, Karnataka, India",6-8 year,"Minimum qualifications: Master's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, a related quantitative field, or equivalent practical...","Python Programming,SQL,Data science techniques,R Programming,Effective communication skills",20 Jan 2025,https://www.karkidi.com/job-details/87513-senior-data-scientist-product-real-world-journeys-search-job,Full Time,2025-05-20T18:00:35.035884,"['python programming', 'sql', 'data science techniques', 'r programming', 'effective communication skills']",python programming sql data science techniques r programming effective communication skills,4
"Product Data Scientist, Google Play",Google,"Bengaluru, Karnataka, India",6-8 year,"Minimum qualifications: Master's degree in Statistics, Economics, Engineering, Mathematics, a related quantitative field, or equivalent practical experience 3 years of...","Python Programming,SQL,Machine learning techniques,Data science techniques,R Programming,Algorithms,Infrastructure as code",20 Jan 2025,https://www.karkidi.com/job-details/87512-product-data-scientist-google-play-job,Full Time,2025-05-20T18:00:35.036495,"['python programming', 'sql', 'machine learning techniques', 'data science techniques', 'r programming', 'algorithms', 'infrastructure as code']",python programming sql machine learning techniques data science techniques r programming algorithms infrastructure as code,4
"Senior Data Scientist, Product, Customer Engagement",Google,"Hyderabad, Telangana, India",6-8 year,"Minimum qualifications: Master's degree in Statistics, Economics, Engineering, Mathematics, a related quantitative field, or equivalent practical experience. 5 years of...","UX design,Python Programming,SQL,Data science techniques,Product Management,Data Visualization,R Programming,Data Analysis",20 Jan 2025,https://www.karkidi.com/job-details/87511-senior-data-scientist-product-customer-engagement-job,Full Time,2025-05-20T18:00:35.037127,"['ux design', 'python programming', 'sql', 'data science techniques', 'product management', 'data visualization', 'r programming', 'data analysis']",ux design python programming sql data science techniques product management data visualization r programming data analysis,4
"Data Scientist, Extended Workforce Solutions",Google,"Hyderabad, Telangana, India",4-6 year,Minimum qualifications: Master's degree in a STEM field or equivalent practical experience. 4 years of industry or PhD Data Science experience. Experience in...,"Aartificial intelligence,Machine learning techniques,Data science techniques,Keras software library,Natural Language Processing (NLP),Pandas,TensorFlow,XGBoost,Scikit-learn,Optimization,Large Language Models - LLMs",20 Jan 2025,https://www.karkidi.com/job-details/87510-data-scientist-extended-workforce-solutions-job,Full Time,2025-05-20T18:00:48.917304,"['aartificial intelligence', 'machine learning techniques', 'data science techniques', 'keras software library', 'natural language processing', 'pandas', 'tensorflow', 'xgboost', 'scikit-learn', 'optimization', 'large language models - llms']",aartificial intelligence machine learning techniques data science techniques keras software library natural language processing pandas tensorflow xgboost scikit-learn optimization large language models - llms,0
"Quantitative UX Researcher, Search",Google,"Bengaluru, Karnataka, India",4-6 year,"Minimum qualifications: Bachelor's degree in Human-Computer Interaction, Cognitive Science, Statistics, Psychology, Anthropology, related field, or equivalent practical...","C++,Data Engineering,Data science techniques,Effective communication skills,Human Computer Interaction- HCI,Java Programming,MATLAB Programming,Python Programming,R Programming,UX design",20 Jan 2025,https://www.karkidi.com/job-details/87509-quantitative-ux-researcher-search-job,Full Time,2025-05-20T18:00:48.918078,"['c++', 'data engineering', 'data science techniques', 'effective communication skills', 'human computer interaction- hci', 'java programming', 'matlab programming', 'python programming', 'r programming', 'ux design']",c++ data engineering data science techniques effective communication skills human computer interaction- hci java programming matlab programming python programming r programming ux design,4
"Staff Software Engineer, Programming Languages - Poe (Remote)","Quora, Inc.",India,4-6 year,"About Quora: Quora’s mission is to grow and share the world’s knowledge. To do so, we have two knowledge sharing products: Quora: a global knowledge sharing...","Python Programming,TypeScript,Aartificial intelligence,Effective communication skills",15 Jan 2025,https://www.karkidi.com/job-details/87462-staff-software-engineer-programming-languages-poe-remote-job,Full Time,2025-05-20T18:00:48.918686,"['python programming', 'typescript', 'aartificial intelligence', 'effective communication skills']",python programming typescript aartificial intelligence effective communication skills,0
"Software Senior Engineer, C, Distributed File Systems",Dell Technologies,"Bangalore, Karnataka, India",6-8 year,"PowerScale, a Gartner Magic Quadrant leader in Unstructured Data Storage and Management is evolving by re-architecting its stack to cater to the unique demands of the consumer market in the GenAI...","Algorithms,Generative AI,Linux Operating system,Python Programming,PyTorch,R Programming,UI design,Unix Operating system,UX design",11 Jan 2025,https://www.karkidi.com/job-details/87379-software-senior-engineer-c-distributed-file-systems-job,Full Time,2025-05-20T18:00:48.919334,"['algorithms', 'generative ai', 'linux operating system', 'python programming', 'pytorch', 'r programming', 'ui design', 'unix operating system', 'ux design']",algorithms generative ai linux operating system python programming pytorch r programming ui design unix operating system ux design,1
Software Senior Principal Engineer,Dell Technologies,"Bangalore, Karnataka, India",4-6 year,"PowerScale, a Gartner Magic Quadrant leader in Unstructured Data Storage and Management is evolving by re-architecting its stack to cater to the unique demands of the consumer market in the GenAI...","Algorithms,Analytical and Problem solving,Generative AI,Linux Operating system,Python Programming,PyTorch,UI design,Unix Operating system,UX design",11 Jan 2025,https://www.karkidi.com/job-details/87377-software-senior-principal-engineer-job,Full Time,2025-05-20T18:00:48.919942,"['algorithms', 'analytical and problem solving', 'generative ai', 'linux operating system', 'python programming', 'pytorch', 'ui design', 'unix operating system', 'ux design']",algorithms analytical and problem solving generative ai linux operating system python programming pytorch ui design unix operating system ux design,1
"Lead Software Engineer, AI Platform",Thomson Reuters Corporation,"Bengaluru, Karnataka, India",8-10 year,"In this role you will help to develop, build, design, continuously improve, and support the AI Platform at Thomson Reuters. You will participate in all stages of development, use various software...","AWS,AWS Sagemaker,Azure,AzureML,C++,Continuous Integration & Continuous Delivery - CI/CD,CSS,Generative AI,Git,Github,HTML,JavaScript,Kanban,Large Language Models - LLMs,Python Programming,TypeScript,UI design,UX design",8 Jan 2025,https://www.karkidi.com/job-details/87315-lead-software-engineer-ai-platform-job,Full Time,2025-05-20T18:00:48.920523,"['aws', 'aws sagemaker', 'azure', 'azureml', 'c++', 'continuous integration continuous delivery - ci cd', 'css', 'generative ai', 'git', 'github', 'html', 'javascript', 'kanban', 'large language models - llms', 'python programming', 'typescript', 'ui design', 'ux design']",aws aws sagemaker azure azureml c++ continuous integration continuous delivery - ci cd css generative ai git github html javascript kanban large language models - llms python programming typescript ui design ux design,3
Machine Learning & Applied Research Scientist,Thomson Reuters Corporation,"Hyderabad, Telangana, India",4-6 year,About the Role ​Familiarizing and adopting work methodology aligning with the existing ACoE organization. Contributing to the Solutioning/POCs for key initiatives already...,"Agile methodologies,AngularJS,AWS,Chatbot,Framework,Git,JavaScript,Machine learning techniques,Natural Language Processing (NLP),Python Programming,TypeScript",8 Jan 2025,https://www.karkidi.com/job-details/87300-machine-learning-applied-research-scientist-job,Full Time,2025-05-20T18:00:48.921274,"['agile methodologies', 'angularjs', 'aws', 'chatbot', 'framework', 'git', 'javascript', 'machine learning techniques', 'natural language processing', 'python programming', 'typescript']",agile methodologies angularjs aws chatbot framework git javascript machine learning techniques natural language processing python programming typescript,0
"Senior System Software Engineer, Metropolis AI Workflow",NVIDIA,"Bengaluru, Karnataka, India; Gurugram, Haryana, India; Pune, Maharashtra, India",6-8 year,"We are now looking for a Senior Software Engineer, Metropolis AI Workflow! Academic and commercial groups around the world are powering a revolution in artificial intelligence using deep learning...","Aartificial intelligence,Analytical and Problem solving,C++,Computer Vision (CV),Deep Learning,Docker,Kubernetes-K8s,Linux Operating system,Machine learning techniques,Python Programming,PyTorch,Unix Operating system",7 Jan 2025,https://www.karkidi.com/job-details/87283-senior-system-software-engineer-metropolis-ai-workflow-job,Full Time,2025-05-20T18:00:48.921913,"['aartificial intelligence', 'analytical and problem solving', 'c++', 'computer vision', 'deep learning', 'docker', 'kubernetes-k8s', 'linux operating system', 'machine learning techniques', 'python programming', 'pytorch', 'unix operating system']",aartificial intelligence analytical and problem solving c++ computer vision deep learning docker kubernetes-k8s linux operating system machine learning techniques python programming pytorch unix operating system,1
Senior Software Engineer - Conversational AI,NVIDIA,"Pune, Maharashtra, India; Bengaluru, Karnataka, India",10-12 year,"Widely considered to be one of the technology world’s most desirable employers, NVIDIA is an industry leader with groundbreaking developments in High-Performance Computing, Artificial...","Aartificial intelligence,Analytical and Problem solving,Continuous Integration & Continuous Delivery - CI/CD,Docker,Framework,Git,gRPC,Helm,High performance computing- HPC,Large Language Models - LLMs,NVIDIA Jetson,Python Programming,PyTorch",7 Jan 2025,https://www.karkidi.com/job-details/87261-senior-software-engineer-conversational-ai-job,Full Time,2025-05-20T18:00:48.922495,"['aartificial intelligence', 'analytical and problem solving', 'continuous integration continuous delivery - ci cd', 'docker', 'framework', 'git', 'grpc', 'helm', 'high performance computing- hpc', 'large language models - llms', 'nvidia jetson', 'python programming', 'pytorch']",aartificial intelligence analytical and problem solving continuous integration continuous delivery - ci cd docker framework git grpc helm high performance computing- hpc large language models - llms nvidia jetson python programming pytorch,3
"System Software Engineer, Conversational AI",NVIDIA,"Pune, Maharashtra, India; Bengaluru, Karnataka, India",6-8 year,"NVIDIA's technology is at the heart of the AI revolution, touching people across the planet by powering everything from self-driving cars, robotics, and intelligent assistants. Come join the team...","Aartificial intelligence,BERT,CNNs,Continuous Integration & Continuous Delivery - CI/CD,Deep Learning,Docker,Helm,Kubernetes-K8s,Large Language Models - LLMs,Machine learning techniques,Natural Language Processing (NLP),RNNs",6 Jan 2025,https://www.karkidi.com/job-details/87238-system-software-engineer-conversational-ai-job,Full Time,2025-05-20T18:00:48.923089,"['aartificial intelligence', 'bert', 'cnns', 'continuous integration continuous delivery - ci cd', 'deep learning', 'docker', 'helm', 'kubernetes-k8s', 'large language models - llms', 'machine learning techniques', 'natural language processing', 'rnns']",aartificial intelligence bert cnns continuous integration continuous delivery - ci cd deep learning docker helm kubernetes-k8s large language models - llms machine learning techniques natural language processing rnns,3
Senior Solutions Architect - Generative AI,NVIDIA,"Bengaluru, Karnataka, India",10-12 year,"NVIDIA is seeking a dynamic and experienced Generative AI Solution Architect with specialized expertise in training Large Language Models (LLMs) and implementing workflows based on Pretraining,...","AWS,Azure,Docker,Generative AI,Google Cloud Platform (GCP),Kubernetes-K8s,Large Language Models - LLMs",6 Jan 2025,https://www.karkidi.com/job-details/87237-senior-solutions-architect-generative-ai-job,Full Time,2025-05-20T18:01:04.963809,"['aws', 'azure', 'docker', 'generative ai', 'google cloud platform', 'kubernetes-k8s', 'large language models - llms']",aws azure docker generative ai google cloud platform kubernetes-k8s large language models - llms,3
System Software Engineer - AI,NVIDIA,"Bengaluru, Karnataka, India; Pune, Maharashtra, India",4-6 year,"VIDIA has continuously reinvented itself over two decades. Our invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized...","Algorithms,Analytical and Problem solving,API,CUDA kernels,Deep Learning,DirectX,Framework,Generative AI,Machine learning techniques,ONNX,PyTorch,TensorRT,Vulkan",6 Jan 2025,https://www.karkidi.com/job-details/87222-system-software-engineer-ai-job,Full Time,2025-05-20T18:01:04.964509,"['algorithms', 'analytical and problem solving', 'api', 'cuda kernels', 'deep learning', 'directx', 'framework', 'generative ai', 'machine learning techniques', 'onnx', 'pytorch', 'tensorrt', 'vulkan']",algorithms analytical and problem solving api cuda kernels deep learning directx framework generative ai machine learning techniques onnx pytorch tensorrt vulkan,2
Member Technical Staff,Oracle Corporation,"Bengaluru, Karnataka, India",6-8 year,"Responsibilities As a Member Technical Staff, you will lead the effort in building distributed, scalable, fault tolerant software systems in support of our business needs and end customer....","Data science techniques,Database,Java Programming,Linux Operating system,Machine learning techniques,Oracle,PLSQL,Python Programming,SQL",6 Jan 2025,https://www.karkidi.com/job-details/87220-member-technical-staff-job,Full Time,2025-05-20T18:01:04.965120,"['data science techniques', 'database', 'java programming', 'linux operating system', 'machine learning techniques', 'oracle', 'plsql', 'python programming', 'sql']",data science techniques database java programming linux operating system machine learning techniques oracle plsql python programming sql,1
Senior Responsible AI Engineer,NVIDIA,"Pune, Maharashtra, India",6-8 year,"NVIDIA has been transforming computer graphics, PC gaming, and accelerated computing for more than 25 years. It’s a unique legacy of innovation that’s fueled by a great technology—and...","Aartificial intelligence,C++,Computer Vision (CV),Github,HuggingFace,Jupyter Notebook,Large Language Models - LLMs,MLOps tools,NumPy,Pandas,Perl Programming,Python Programming,PyTorch,Shapely,Transformer",6 Jan 2025,https://www.karkidi.com/job-details/87204-senior-responsible-ai-engineer-job,Full Time,2025-05-20T18:01:04.965717,"['aartificial intelligence', 'c++', 'computer vision', 'github', 'huggingface', 'jupyter notebook', 'large language models - llms', 'mlops tools', 'numpy', 'pandas', 'perl programming', 'python programming', 'pytorch', 'shapely', 'transformer']",aartificial intelligence c++ computer vision github huggingface jupyter notebook large language models - llms mlops tools numpy pandas perl programming python programming pytorch shapely transformer,0
"Cloud Technical Solutions Engineer, AI/ML (English)",Google,"Bengaluru, Karnataka, India; Pune, Maharashtra, India",4-6 year,"Minimum qualifications: Bachelor’s degree in Science, Technology, Engineering, Mathematics, or equivalent practical experience. 4 years of experience reading code in a general...","Aartificial intelligence,Analytical and Problem solving,C# Programming,C++,Debugging,GoLang,HTML,HTTP acceleration,JavaScript,Linux Operating system,Machine learning techniques,Python Programming,Shell Scripting language,Unix Operating system",5 Jan 2025,https://www.karkidi.com/job-details/87188-cloud-technical-solutions-engineer-ai-ml-english-job,Full Time,2025-05-20T18:01:04.966304,"['aartificial intelligence', 'analytical and problem solving', 'c# programming', 'c++', 'debugging', 'golang', 'html', 'http acceleration', 'javascript', 'linux operating system', 'machine learning techniques', 'python programming', 'shell scripting language', 'unix operating system']",aartificial intelligence analytical and problem solving c# programming c++ debugging golang html http acceleration javascript linux operating system machine learning techniques python programming shell scripting language unix operating system,1
"Staff Machine Learning Engineer, Generative AI",Google,"Bengaluru, Karnataka, India",8-10 year,"Minimum qualifications: Bachelor’s degree or equivalent practical experience. 8 years of experience in software development, and with data structures/algorithms. 5...","Aartificial intelligence,Batch Data Processing,Debugging,Finance,Generative AI,Large Language Models - LLMs,Linux Operating system,Natural Language Processing (NLP),Python Programming,PyTorch,Unix Operating system",5 Jan 2025,https://www.karkidi.com/job-details/87183-staff-machine-learning-engineer-generative-ai-job,Full Time,2025-05-20T18:01:04.966923,"['aartificial intelligence', 'batch data processing', 'debugging', 'finance', 'generative ai', 'large language models - llms', 'linux operating system', 'natural language processing', 'python programming', 'pytorch', 'unix operating system']",aartificial intelligence batch data processing debugging finance generative ai large language models - llms linux operating system natural language processing python programming pytorch unix operating system,1
"Silicon Emulation Lead Engineer, Google Cloud",Google,"Bengaluru, Karnataka, India",8-10 year,"Minimum qualifications: Bachelor's degree in Electrical Engineering, Computer Engineering, Computer Science, a related field, or equivalent practical experience. 8 years of...","Aartificial intelligence,C++,Debugging,Linux Operating system,Machine learning techniques,Perl Programming,PyTorch,UI design,Unix Operating system,UX design",4 Jan 2025,https://www.karkidi.com/job-details/87168-silicon-emulation-lead-engineer-google-cloud-job,Full Time,2025-05-20T18:01:04.967518,"['aartificial intelligence', 'c++', 'debugging', 'linux operating system', 'machine learning techniques', 'perl programming', 'pytorch', 'ui design', 'unix operating system', 'ux design']",aartificial intelligence c++ debugging linux operating system machine learning techniques perl programming pytorch ui design unix operating system ux design,1
"Technical Writer, Cloud Networking",Google,"Bengaluru, Karnataka, India; Pune, Maharashtra, India",10-12 year,"Minimum qualifications: Bachelor's degree or equivalent practical experience. Experience with technical documentation, developer facing, Cloud Application programming interfaces...","Aartificial intelligence,Analytical and Problem solving,API,Data Warehousing,Google Cloud Platform (GCP),Linux Operating system,Machine learning techniques,Python Programming,PyTorch,SQL,Unix Operating system",4 Jan 2025,https://www.karkidi.com/job-details/87167-technical-writer-cloud-networking-job,Full Time,2025-05-20T18:01:04.968192,"['aartificial intelligence', 'analytical and problem solving', 'api', 'data warehousing', 'google cloud platform', 'linux operating system', 'machine learning techniques', 'python programming', 'pytorch', 'sql', 'unix operating system']",aartificial intelligence analytical and problem solving api data warehousing google cloud platform linux operating system machine learning techniques python programming pytorch sql unix operating system,1
"Staff Data Scientist, Product, Ads Account Management",Google,"Bengaluru, Karnataka, India",8-10 year,"Minimum qualifications: Master's degree in Statistics, Economics, Engineering, Mathematics, a related quantitative field, or equivalent practical experience. 7 years of...","AWS,Azure,Bayesian networks,Data science techniques,Linux Operating system,Multivariate analysis,Python Programming,R Programming,SQL,UI design,Unix Operating system,UX design",4 Jan 2025,https://www.karkidi.com/job-details/87156-staff-data-scientist-product-ads-account-management-job,Full Time,2025-05-20T18:01:04.968973,"['aws', 'azure', 'bayesian networks', 'data science techniques', 'linux operating system', 'multivariate analysis', 'python programming', 'r programming', 'sql', 'ui design', 'unix operating system', 'ux design']",aws azure bayesian networks data science techniques linux operating system multivariate analysis python programming r programming sql ui design unix operating system ux design,1
"Strategy and Operations Lead, gTech Ads Solutions",Google,"Hyderabad, Telangana, India; Gurugram, Haryana, India",4-6 year,"Minimum qualifications: Bachelor's degree in Technology, Engineering, Business, Economics, Data Science, a related field, or equivalent practical experience. 4 years of...","Aartificial intelligence,Large Language Models - LLMs,Linux Operating system,Machine learning techniques,Python Programming,PyTorch,R Programming,Unix Operating system",4 Jan 2025,https://www.karkidi.com/job-details/87154-strategy-and-operations-lead-gtech-ads-solutions-job,Full Time,2025-05-20T18:01:04.969676,"['aartificial intelligence', 'large language models - llms', 'linux operating system', 'machine learning techniques', 'python programming', 'pytorch', 'r programming', 'unix operating system']",aartificial intelligence large language models - llms linux operating system machine learning techniques python programming pytorch r programming unix operating system,1
"Technical Program Manager, Analytics and Insights",Google,"Hyderabad, Telangana, India",10-12 year,"Minimum qualifications: Bachelor's degree in Engineering, or equivalent practical experience. 5 years of experience in program management. Experience in strategy,...","Aartificial intelligence,Data Visualization,Framework,Linux Operating system,Python Programming,PyTorch,Tableau,UI design,Unix Operating system,UX design",4 Jan 2025,https://www.karkidi.com/job-details/87151-technical-program-manager-analytics-and-insights-job,Full Time,2025-05-20T18:01:19.130104,"['aartificial intelligence', 'data visualization', 'framework', 'linux operating system', 'python programming', 'pytorch', 'tableau', 'ui design', 'unix operating system', 'ux design']",aartificial intelligence data visualization framework linux operating system python programming pytorch tableau ui design unix operating system ux design,1
AI Response Evaluator - Hindi,Welocalize,India,4-6 year,Are you tech-savvy? Have a passion for quality? We are looking for AI Response Evaluators to work on projects aimed at advancing AI technologies. Join us for a unique chance to kickstart your...,"Aartificial intelligence,Linux Operating system,Machine learning techniques,Python Programming,PyTorch,UI design,Unix Operating system,UX design",3 Jan 2025,https://www.karkidi.com/job-details/87118-ai-response-evaluator-hindi-job,Full Time,2025-05-20T18:01:19.130877,"['aartificial intelligence', 'linux operating system', 'machine learning techniques', 'python programming', 'pytorch', 'ui design', 'unix operating system', 'ux design']",aartificial intelligence linux operating system machine learning techniques python programming pytorch ui design unix operating system ux design,1
Senior Software Engineer – Big Data,Zeta Global,"Bengaluru, Karnataka, India",8-10 year,"We’re seeking a Senior Software Engineer or a Lead Software Engineer to join one of our Data Layer teams. As the name implies, the Data Layer is at the core of all things data at Zeta. Our...","Apache Airflow,Apache Flink,Apache Hive,Big Data Technology,Database,DevOps,Django,ETL frameworks,FastAPI,HBase,Iceberg,JavaScript,Luigi,NoSQL,Python Programming,Scala Programming,ScyllaDB,Spark-SQL,SQL,Storm",2 Jan 2025,https://www.karkidi.com/job-details/87097-senior-software-engineer-big-data-job,Full Time,2025-05-20T18:01:19.131471,"['apache airflow', 'apache flink', 'apache hive', 'big data technology', 'database', 'devops', 'django', 'etl frameworks', 'fastapi', 'hbase', 'iceberg', 'javascript', 'luigi', 'nosql', 'python programming', 'scala programming', 'scylladb', 'spark-sql', 'sql', 'storm']",apache airflow apache flink apache hive big data technology database devops django etl frameworks fastapi hbase iceberg javascript luigi nosql python programming scala programming scylladb spark-sql sql storm,5
GDS- Business Automation Leader,Nielsen,"Bangalore, Karnataka, India",8-10 year,The Business Automation leader will play a pivotal role in shaping the future of automation within Nielsen’s Global Data Solutions division. You will develop strategies to enhance the efficiency...,"Aartificial intelligence,Amazon Simple Storage Service (S3),AWS,Azure,Generative AI,KPI,Large Language Models - LLMs,Natural Language Processing (NLP)",1 Jan 2025,https://www.karkidi.com/job-details/87071-gds-business-automation-leader-job,Full Time,2025-05-20T18:01:19.132085,"['aartificial intelligence', 'amazon simple storage service', 'aws', 'azure', 'generative ai', 'kpi', 'large language models - llms', 'natural language processing']",aartificial intelligence amazon simple storage service aws azure generative ai kpi large language models - llms natural language processing,2
Director-Digital Product Management,American Express,"Gurugram, Haryana, India",8-10 year,"At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to...","Aartificial intelligence,Analytical and Problem solving,Apache Hive,API,Generative AI,Google BigQuery,Machine learning techniques,PySpark,Python Programming,Scala Programming",1 Jan 2025,https://www.karkidi.com/job-details/87041-director-digital-product-management-job,Full Time,2025-05-20T18:01:19.132664,"['aartificial intelligence', 'analytical and problem solving', 'apache hive', 'api', 'generative ai', 'google bigquery', 'machine learning techniques', 'pyspark', 'python programming', 'scala programming']",aartificial intelligence analytical and problem solving apache hive api generative ai google bigquery machine learning techniques pyspark python programming scala programming,2
Data Curation Associate,ASAPP,"Bangalore, Karnataka, India",4-6 year,"At ASAPP, we are on a mission to build transformative machine learning-powered products that push the boundaries of artificial intelligence and customer experience. We focus on solving complex,...","Aartificial intelligence,AWS,Azure,DevOps,Linux Operating system,Machine learning techniques,Python Programming,PyTorch,UI design,Unix Operating system,UX design",31 Dec 2024,https://www.karkidi.com/job-details/87018-data-curation-associate-job,Full Time,2025-05-20T18:01:19.133274,"['aartificial intelligence', 'aws', 'azure', 'devops', 'linux operating system', 'machine learning techniques', 'python programming', 'pytorch', 'ui design', 'unix operating system', 'ux design']",aartificial intelligence aws azure devops linux operating system machine learning techniques python programming pytorch ui design unix operating system ux design,1
"Principal Applied Scientist, AI Engineering",ASAPP,"Bangalore, Karnataka, India",4-6 year,"At ASAPP, we are on a mission to build transformative AI-powered products that push the boundaries of artificial intelligence and customer experience. We focus on solving complex, data-rich...","JavaScript,UX design,UI design,Python Programming,Database,SQL,Azure,AWS,GoLang,Aartificial intelligence,Machine learning techniques,Natural Language Processing (NLP),PyTorch,Tableau,Large Language Models - LLMs",31 Dec 2024,https://www.karkidi.com/job-details/87016-principal-applied-scientist-ai-engineering-job,Full Time,2025-05-20T18:01:19.133890,"['javascript', 'ux design', 'ui design', 'python programming', 'database', 'sql', 'azure', 'aws', 'golang', 'aartificial intelligence', 'machine learning techniques', 'natural language processing', 'pytorch', 'tableau', 'large language models - llms']",javascript ux design ui design python programming database sql azure aws golang aartificial intelligence machine learning techniques natural language processing pytorch tableau large language models - llms,0
Applied AI ML Lead - ML Engineering Lead,JPMorgan Chase,"Bengaluru, Karnataka, India",6-8 year,"As a Lead Software Engineer at JPMorgan Chase within the Consumer and Community Banking, you are an integral part of an agile team that works to enhance, build, and deliver trusted market-leading...","Aartificial intelligence,Algorithms,Analytical and Problem solving,Computer Vision (CV),Data Mining,Docker,Framework,Keras software library,Kubernetes-K8s,Machine learning techniques,Natural Language Processing (NLP),PyTorch,Reinforcement Learning,Scikit-learn,SciPy,TensorFlow",30 Dec 2024,https://www.karkidi.com/job-details/86988-applied-ai-ml-lead-ml-engineering-lead-job,Full Time,2025-05-20T18:01:19.134467,"['aartificial intelligence', 'algorithms', 'analytical and problem solving', 'computer vision', 'data mining', 'docker', 'framework', 'keras software library', 'kubernetes-k8s', 'machine learning techniques', 'natural language processing', 'pytorch', 'reinforcement learning', 'scikit-learn', 'scipy', 'tensorflow']",aartificial intelligence algorithms analytical and problem solving computer vision data mining docker framework keras software library kubernetes-k8s machine learning techniques natural language processing pytorch reinforcement learning scikit-learn scipy tensorflow,0
Customer & Product Support Analyst,AlphaSense,"Pune, Maharashtra, India",6-8 year,"The world’s most sophisticated companies rely on AlphaSense to remove uncertainty from decision-making. With market intelligence and search built on proven AI, AlphaSense delivers insights that...","Aartificial intelligence,Analytical and Problem solving,Linux Operating system,Python Programming,PyTorch,UI design,Unix Operating system,UX design",30 Dec 2024,https://www.karkidi.com/job-details/86961-customer-product-support-analyst-job,Full Time,2025-05-20T18:01:19.135069,"['aartificial intelligence', 'analytical and problem solving', 'linux operating system', 'python programming', 'pytorch', 'ui design', 'unix operating system', 'ux design']",aartificial intelligence analytical and problem solving linux operating system python programming pytorch ui design unix operating system ux design,1
Senior Analytics Engineer,"Qventus, Inc","Noida, Uttar Pradesh, India",6-8 year,"On this journey for over 12 years, Qventus is leading the transformation of healthcare. We enable hospitals to focus on what matters most: patient care. Our innovative solutions harness the power...","SQL,PowerBI,Looker,NoSQL,Snowflake,Linux Operating system,Databricks,Lean Six Sigma,Generative AI",28 Dec 2024,https://www.karkidi.com/job-details/86947-senior-analytics-engineer-job,Full Time,2025-05-20T18:01:19.135649,"['sql', 'powerbi', 'looker', 'nosql', 'snowflake', 'linux operating system', 'databricks', 'lean six sigma', 'generative ai']",sql powerbi looker nosql snowflake linux operating system databricks lean six sigma generative ai,1
